taxon_name,eco_group
Selaginella helvetica-type,VACR
Selaginella rupestris,VACR
Selaginella rupestris (L.) Spring.,VACR
Selaginella sanguinolenta,VACR
Sel._ selaginoides,VACR
Selaginella Selaginoides,VACR
Selaginella selaginoides,VACR
Selaginella selaginoides-type,VACR
Selaginella sibirica,VACR
Sel._involvens,VACR
Selenopenphix quanta,DINO
Sempervivum,HERB
Adenostyles-type,HERB
Asteraceae senecio-type,HERB
"Asteraceae, Senecio type",HERB
Senecio,HERB
Senecio T,HERB
Senecio t.,HERB
Senecio type,HERB
Senecio-type,HERB
Solidago type,HERB
Solidago-type,HERB
Seseli-type,HERB
Siderites,HERB
Sideritis,HERB
Silene dioica,HERB
Silene dioica type,HERB
Silene dioica-type,HERB
Silene acaulis,HERB
Silene acaulis-type,HERB
Silene vulgaris-type,HERB
Lychnis,HERB
Lychnis type,HERB
Lychnis-type,HERB
SILENE type,HERB
Silenaceae,HERB
Silene,HERB
Silene T,HERB
Silene pro parte,HERB
Silene rupestris,HERB
Silene tp.,HERB
Silene typ,HERB
Silene undiff.,HERB
Silene-type,HERB
Sinapis,HERB
Sinapis typ,HERB
Sinapis type,HERB
Sinapis-type,HERB
Berula erecta-group,HERB
Sium latifolium T,HERB
Sium t.,HERB
Size of cover glass (mm),NOPO
Smilax,HERB
Smilax aspera,HERB
Solanaceae,HERB
Solanaceae type,HERB
Solanum,HERB
Solanum dulcamara,HERB
Capsicum-type,HERB
Solanum nigrum,HERB
Solanum nigrum type,HERB
Solanum nigrum-type,HERB
Solanum nigrum-type,TRSH
Solanum tuberosum,HERB
Soldanella,HERB
Soldanella-type,HERB
Sonchus-type,HERB
SORBUS,TRSH
Sorbus,TRSH
Sorbus T,TRSH
Sorbus aria,TRSH
Sorbus aucuparia,TRSH
Sorbus aucuparia-type,TRSH
Sorbus-Gruppe,TRSH
Sorbus-type,TRSH
Sorbus/Cotoneaster,TRSH
Sordaria,NOPO
Sordaria,FUNG
Sordaria (HdV-55A),FUNG
Sordaria sp,FUNG
Sordaria sp.,FUNG
Sordaria-type,FUNG
Sordaria-type,NOPO
Sordariaceae,FUNG
Sordariaceus ascospores,FUNG
Sparganium emersum,AQUA
Sparganium emersum,HELO
Sparganium angustifolium-type,AQUA
Sparganium emersum type,HELO
Sparganium emersum-type,AQUA
Sparganium emersum-type,HELO
Sparganium erectum,HELO
Sparganium erectum,AQUA
Sparganium erectum type,HELO
Sparganium erectum-type,HELO
Sparganium erectum-type,AQUA
Sparganium minimum,AQUA
SPARGANIUM,AQUA
SPARGANIUM/TYPHA,AQUA
Sparg-eae,AQUA
Sparga typha,AQUA
Sparganiaceae,AQUA
Sparganium,AQUA
Sparganium T,AQUA
Sparganium t.,AQUA
Sparganium-type,AQUA
Sparganium/Typha,AQUA
Sparganium/Typha angustifolia,AQUA
Sparganium/Typha angustifolia-type,AQUA
Typha,AQUA
Typha angustata,AQUA
Typha angustifolia,AQUA
Typha angustifolia type,AQUA
Typha angustifolia-type,AQUA
Typha angustifolia/Sparganium,AQUA
Typha angustifolia/Sparganium-type,AQUA
Typha-Spargan.,AQUA
Typha-Sparganium,AQUA
Typha/Sparganium type,AQUA
Typha/Sparganium-type,AQUA
Typhaceae,AQUA
Spartium,TRSH
Spergula,HERB
Spergula arvensis,HERB
Spergula arvensis type,HERB
Spergula arvensis-type,HERB
Spergula type,HERB
Spergula-type,HERB
Spergula/Spergularia,HERB
Spergularia,HERB
Spergularia-type,HERB
Sphaerostephanos,VACR
SPHAGNUM,BRYO
SPHAGNUM type,BRYO
Sphagnaceae,BRYO
Sphagnales,BRYO
Sphagnum,BRYO
Sphagnum-type,BRYO
Sphag._angustifolium,AQBR
Sphag._fuscum,AQBR
Sphagnum: leaves,MACR
Sphag._magel-m,AQBR
SCP,NOPO
Spherical soot particles,NOPO
Spheroidal Carbonaceous Particles,NOPO
Spheroidal carbonaceous particle,NOPO
Spicules,INUN
Spike,NOPO
Spike (counted),NOPO
Spike (grains/tablet),NOPO
Spike (mass),NOPO
Spike tablets (number),NOPO
Spikes/slide,NOPO
Spikes/tablet,NOPO
SPINIFERITES type,DINO
Spiniferites,DINO
Spiniferites (reworked),DINO
Spiniferites belerius,DINO
Spiniferites bentorii,DINO
Spiniferites cruciferus,DINO
Spiniferites mirabilis,DINO
Spiniferites ramosus,DINO
SPIROGYRA,ALGA
Spirogyra,CHLO
Spirogyra,ALGA
Type 315 Spirogyra,ALGA
Spirogyra cf. scrobiculata,ALGA
Spirulina,CHLO
Spongae spicules,NOPO
Sporomorphs,SPOR
Sporormiella,FUNG
Sporormiella (HdV-113),FUNG
Sporormiella sp.,FUNG
Sporormiella type,FUNG
Sporormiella-type,FUNG
Caryophyllaceae stellaria holostea-type,HERB
Stellaria,HERB
Stellaria holostea,HERB
Stellaria holostea-type,HERB
Stellera,TRSH
Stomata,VEMI
Stomata undiff.,VEMI
Str-s_al-s,AQUA
Stratiotes aloides,AQUA
Styrax,TRSH
Styrax officinalis,TRSH
Succisa,HERB
Succisa pratensis,HERB
Succisa pratensis-type,HERB
Swertia perennis,HERB
Swertia-type,HERB
Symphytum,HERB
Symphytum-type,HERB
Symplocos,PREQ
Syringa,TRSH
Syringia,TRSH
Tablets,NOPO
Tablets (added),NOPO
number of exotic tablets,NOPO
TAMARIX,TRSH
Tamarix,TRSH
TAMUS,HERB
Tamus,HERB
Macrobiotus coronifer-islandicus,INVE
Macrobiotus harmsworthi-echinogenitus,INVE
Macrobiotus hufelandii,INVE
Tardigrada (body),INVE
T-C-C type,TRSH
other spores,SPOR
Taxus,TRSH
Taxus,TRSH
Taxus baccata,TRSH
Cyclopyxis sp.,NOPO
Testate amoebae,NOPO
Tetraedron,CHLO
Tetraedron,ALGA
Tetraedron minimum,CHLO
Tetraedron minimum,ALGA
Tetraploa,FUNG
Tetraploa aristata,CHLO
Type 89 : Tetraploa aristata,FUNG
Teucrium,HERB
Teucrium t.,HERB
Teucrium-type,HERB
Ranunculaceae thalictrum,HERB
Ranunculaceae/Thalictrum-type,HERB
THALICTRUM type,HERB
Talictrum,HERB
Thalictrum,HERB
Thalictrum type,HERB
Thalictrum type N,HERB
Thalictrum type R,HERB
Thalictrum undiff.,HERB
Thalictrum-type,HERB
THALICTRUM ALPINUM,HERB
Thalictrum alpinum,HERB
Thalictrum aquilegiifolium,HERB
Thalictrum flavum type,HERB
Thalictrum flavum-type,HERB
Thecamoeba,RHIZ
Thecaphora,FUNG
Theligonum,HERB
Theligonum cynocrambe,HERB
Dry-s_th-s,VACR
Thelypteris,VACR
Thelypteris palustris,VACR
Thelypteris palustris-type,VACR
Thelypteris-type,VACR
Thesium,HERB
Thesium humifusum,HERB
Thesium-type,HERB
Thymelaea,DWAR
Thymelaeaceae,TRSH
Thymelaeaceae,DWAR
Thymelaeaceae undiff.,DWAR
Thymeleaceae,TRSH
Tiefen,NOPO
TILIA,TRSH
Tilia,TRSH
Tilia cordata,TRSH
Tilia cordata-Typ,TRSH
Tilia cordata-type,TRSH
Tilia platyphyllos,TRSH
Tilia platyphyllos-type,TRSH
Tilletia,FUNG
Tillettia,FUNG
Tilletia sphagni,FUNG
Tilletia sphagnii,FUNG
Tofieldia,HERB
"Apiaceae, Torilis type",HERB
Total accumulation rate (grains/cm²/yr),NOPO
Concentration,NOPO
Total concentration,NOPO
"concentration (F.P.A., grains/gram)",NOPO
Total number of lines,NOPO
Trachycarpus fortunei,TRSH
Tragopogon pratensis,HERB
Trapa,AQUA
Trapa natans,AQUA
Tribulus,HERB
Tribulus terrestris,HERB
Trichodelitschia,FUNG
Trichomanes speciosum,VACR
Trientalis,HERB
Trientalis europaea,HERB
Trientalis europea,HERB
Trifolium alpinum-type,HERB
Trifolium badium-type,HERB
Trifolium spadiceum-type,HERB
Trifolium dubium type,HERB
Trifolium montanum,HERB
Trifolium pratense,HERB
Trifolium pratense type,HERB
Trifolium pratense-type,HERB
Trif._re-s,HERB
Trifolium repens,HERB
Trifolium repens T,HERB
Trifolium repens type,HERB
Trifolium repens-type,HERB
Trifolium,HERB
Trifolium cfr alpinum,HERB
Trifolium t.,HERB
Trifolium typ,HERB
Trifolium type,HERB
Trifolium undiff.,HERB
Trifolium-type,HERB
TRIGLOCHIN,HELO
Triglochin,AQUA
Triglochin,HELO
Triglochin maritima,AQUA
Trigocladium opacum (Type HdV-10),FUNG
Trigonella,HERB
FILICALES tril.,VACR
Filicales trilete,VACR
Filicales triletes,VACR
Filicales triletes undiff.,VACR
Filicopsida trilete undiff.,VACR
Pteridaceae,VACR
Pteropsida (trilete) undif.,VACR
Spora trilete,VACR
Spore trilete,VACR
Spores trilete,VACR
Spores triletes,VACR
Spores trilètes,VACR
"Spores, trilete",VACR
TRILATE-TYPE-SPORE,VACR
Trilete,VACR
Trilete fern spores,VACR
Trilete fern spores undiff.,VACR
Trilete non-psilate,VACR
Trilete psil.,VACR
Trilete psilate,VACR
Trilete spore,VACR
Trilete spore(s),VACR
Trilete spore(s) undiff.,VACR
"Trilete spore, bacculate",VACR
Trilete spores,VACR
Trilete spores (not psilate),VACR
Trilete spores (psilate),VACR
Trilete spores (scabrate),VACR
Trilete spores (smoothly verrucate),VACR
Trilete spores (verrucate),VACR
Trilete spores undiff.,VACR
Trilete verrucate Sporen,VACR
Triletes lisses,VACR
Triletes non psilate,VACR
Triletes psilate,VACR
cf. Cryptogramma crispa,INUN
spore-trilete,VACR
trilete,VACR
trilete psilate Sporen,VACR
Trinia glauca-type,HERB
Tripterospora,FUNG
Cerealia-type/Triticum,HERB
Cerealia/Triticum-type,HERB
Tricticum-type cf.,HERB
Triticum,HERB
Triticum T,HERB
Triticum type,HERB
Triticum-type,HERB
Triticum/Avena,HERB
Triver,NOPO
Trollius,HERB
Trollius,HERB
Trollius europaeus,HERB
Trollius-type,HERB
TSUGA,TRSH
Tsuga,TRSH
Tsuga heterophylla,TRSH
Tsugadiversifolia,TRSH
Tsugasieboldii,TRSH
Tuberaria,HERB
Turbellaria,PLAT
Turbellariae,PLAT
Turbellarian,PLAT
Tussilago farfara,HERB
Tussilago-type,HERB
Type 1,FUNG
Type 1066,FUNG
Type 107,INVE
Type 109,NOPO
Type 10A,FUNG
Type 112,FUNG
Type 112A/B,FUNG
Type 113,FUNG
t. 119,UNPP
Type 126,FUNG
Type 1282,FUNG
Type 13,NOPO
Type 13,FUNG
t. 13,FUNG
Type 140 Valsaria variospora,FUNG
Type 143,FUNG
Type 150,UNPP
Type 165,BRYO
Type 16C,FUNG
Type 172,FUNG
Type 173,FUNG
Type 179,INVE
Type 18,FUNG
Type 180,NOPO
Type 181,UNPP
Type 2,FUNG
Type 200,FUNG
Type 201,FUNG
Type 207,FUNG
Type 219,NOPO
Type 225,ALGA
Type 225,ALGA
Type 227,NOPO
Type 27,FUNG
Typer 27,FUNG
Type 28,INVE
Type 30,FUNG
Type 305,FUNG
Type 32A,RHIZ
Type 33,UNPP
Briophyte 340-type,BRYO
Type 351,FUNG
Type 353A/B,PLAT
Type 360,FUNG
Type 366,UNPP
Type 368,FUNG
Type 37,ROTI
Type 3B,FUNG
Type 4,FUNG
Type 44,FUNG
Type 503,INUN
Type 52,UNPP
Type 55,FUNG
Type 55A,FUNG
Type 55A2,FUNG
Type 572,FUNG
Type 6,FUNG
Type 600,ALGA
Type 65,FUNG
Type 72,MICR
Type 729,FUNG
t. 731,UNPP
t. 74,UNPP
Type 7A,FUNG
Type 8,FUNG
Type 8 undiff.,INUN
Type 81,NOPO
Type 88,INVE
Type 8B,FUNG
Type 8E,FUNG
Type 8b,FUNG
Type 90,FUNG
Type 901,ALGA
Type 902,INVE
Type 92,FUNG
Type 99,FUNG
Type E,INUN
Type HdV-18,FUNG
HdV 8,FUNG
Typha angustifolia,HELO
Typha latifolia,HELO
TYPHA,AQUA
TYPHA LATIFOLIA,AQUA
Typha latifolia,AQUA
T. latifolia-t.,AQUA
TYPHA latif.,AQUA
Typha (tetrad),AQUA
Typha latifolia T,AQUA
Typha latifolia t.,AQUA
Typha latifolia type,AQUA
Typha latifolia-type,AQUA
Typha minima,HELO
Typha minima,AQUA
Sparganiaceae/Typhaceae,AQUA
Thypha/Sparganium,AQUA
Typha,AQUA
Typha sp.,AQUA
Typha-type,AQUA
Typha/Sparagnum,AQUA
Typha/Sparganium,AQUA
Typha/Sparganium type,AQUA
Typha/Sparganium-type,AQUA
Typhaceae,AQUA
Ullotrix/Microspora-type,ALGA
ULMUS,TRSH
Ulmaceae,TRSH
Ulmus,TRSH
Ulmus / Zelkova,TRSH
Ulmus glabra,TRSH
Ulmus glabra type,TRSH
Ulmus glabra-type,TRSH
Ulmus laevis,TRSH
Ulmus minor,TRSH
Ulmus-Zelkova,TRSH
Ulmus/Zelkova,TRSH
Zelkova,TRSH
Zelkova-type,TRSH
Zelkova/Ulmus,TRSH
Crassula,HERB
Umbilicus,HERB
Umbilicus rupestris-type,HERB
URTICA,HERB
Urtica,HERB
Urtica cf. U. dioica,HERB
Urtica cf. pilulifera,HERB
Urtica sp (triporate type),HERB
Urtica undiff.,HERB
Urtica-type,HERB
Urtica dioica,HERB
Urtica dioica clumps,HERB
Urtica dioica clumps of two,HERB
Urtica dioica t.,HERB
Urtica dioica type,HERB
Urtica dioica-type,HERB
Urtica dubia,HERB
Urtica membranacea,HERB
Urtica membranacea-type,HERB
Uritca pilulifera,HERB
Urtica pilulifera,HERB
Urtica pilulifera-type,HERB
Urtica urens,HERB
URTICACEAE,HERB
URTICACEAE undiff.,HERB
Urtica cf. U. pilulifera,HERB
Urtica/Parietaria,HERB
Urticac.-Moraceae,HERB
Urticaceae,HERB
Urticaceae undiff.,HERB
Moraceae-Urticaceae,HERB
Urtic.-Moraceae,HERB
Urticaceae/Moraceae,INUN
Urticaceae/Moraceae,HERB
Urticales,HERB
Ustulina,FUNG
Type 44: Ustulina deusta,FUNG
Ustulina deusta,FUNG
Utricularia,AQUA
Utricularia vulgaris,AQUA
Utricularia-type,HERB
Ericaceae vaccinium-type,TRSH
Oxycoccus quadripetalus,TRSH
VACCINIUM,TRSH
Vaccinium,TRSH
Vaccinium,DWAR
Vaccinium myrtillus,TRSH
Vaccinium myrtillus,DWAR
Vaccinium myrtillus-type,DWAR
Vaccinium oxycoccos,DWAR
Vaccinium undiff.,DWAR
Vaccinium vitis-idaea,TRSH
Vaccinium-type,TRSH
Oxycoccus,TRSH
Vaccinium T,TRSH
Vaccinium type,TRSH
Vaccinium-Typ,TRSH
Vaccinium-type,DWAR
Vaccinium-type,TRSH
Vaccinium/Oxycoccus,DWAR
Vaccinium/Rhododendron,DWAR
Valeriana,HERB
Valeriana cf. capitata,HERB
Valeriana capitata L.,UPHE
Valeriana dioica-type,HERB
Valeriana montana-type,HERB
Valeriana tripteris-type,HERB
Valeriana officinalis,HERB
Valeriana officinalis T,HERB
Valeriana officinalis t.,HERB
Valeriana officinalis-type,HERB
Valeriana sambucifolia-type,HERB
Valeriana saxatilis-type,HERB
Valeriana-type,HERB
Valerianaceae,HERB
Valerianaceae/Dipsacaceae,HERB
Valerianella,HERB
Valerianella type,HERB
Valsaria sp.,FUNG
Valsaria cf. V. variospora (Type HdV-140),FUNG
Vegetal,NOPO
Veratrum,HERB
Veratrum-type,HERB
Verbascum,HERB
Verbascum type,HERB
Verbascum-type,HERB
Verbena,HERB
Verbenaceae,HERB
Veronica,HERB
Veronica type,HERB
Veronica-type,HERB
Veronica/Lamium album-type,HERB
VIBURNUM,TRSH
Viburnum,TRSH
Viburnum-type,TRSH
Viburnum lantana,TRSH
Vib._op-s,TRSH
Viburnum opulus,TRSH
Viburnum opulus T,TRSH
Viburnum opulus-type,TRSH
Viburnum opulus-type,TRSH
Viburnum opulus/tinus,TRSH
Viburnum/Euonymus,TRSH
Viburnum/Sambucus,TRSH
Vicia faba,HERB
Vicia faba-type,HERB
Vicea,HERB
Vicia,HERB
Vicia T,HERB
Vicia cracca,HERB
Vicia cracca type,HERB
Vicia cracca-type,HERB
Vicia lathyroides,HERB
Vicia sativa type,HERB
Vicia sylvatica-type,HERB
Vicia tp.,HERB
Vicia type,HERB
Vicia-type,HERB
Vinca,HERB
VIOLA,HERB
Viola,HERB
Violaceae,HERB
Viola canina-type,HERB
Viola odorata-type,HERB
Viola palustris,AQUA
Viola palustris-type,AQUA
Viola palustris-type,HERB
Viola arvensis-type,HERB
Viola tricolor,HERB
Viola tricolor type,HERB
Viola tricolor-type,HERB
Viola-tricolor/V. arvensis,HERB
Viscum,TRSH
Viscum,HEMI
Viscum album,HEMI
Viscum album,TRSH
Viscum album-type,HEMI
Vitaceae,TRSH
Vitex,TRSH
Vitex,TRSH
VITIS,TRSH
Vitis,TRSH
Vitis,LIAN
Vitis vinifera,LIAN
Vitis vinifera,TRSH
Volume of residue (ml),NOPO
Sample quantity (cm3),NOPO
Volume (cm3),NOPO
Volume of sample (cm3),NOPO
Volume of sample (mm3),NOPO
Volume spike added,NOPO
Volume or mass examined,NOPO
Volumen,NOPO
Volvocaceae,ALGA
Votadinium spinosum,DINO
Weigela,TRSH
Weight,NOPO
Weight (g),NOPO
sample weight (Pp),NOPO
sample weight (Pp) (grams),NOPO
Weight of tablets,NOPO
Wet weight (g),NOPO
Woodceae._a-a,VACR
Athyrium alpestre-type,VACR
Athyrium distentifolium,VACR
Athyrium distentifolium-type,VACR
Woodsia,VACR
Woodsia ilvensis,VACR
Wood._f-s,VACR
Xanthium,HERB
Xanthium spinosum,HERB
Xanthium spinosum T,HERB
Xanthium spinosum-type,HERB
Xanthium strumarium,HERB
Xanthium t.,HERB
Xanthium-type,HERB
Xilariaceae,FUNG
Zannichellia palustris,AQUA
Zanthoxylum,TRSH
ZEA MAIS,HERB
Zea,HERB
Zea mais,HERB
Zea mays,HERB
Zea mays-type,HERB
Zea-type,HERB
Zizyphus,TRSH
Zizyphus lotus,TRSH
Zygnema,ALGA
Zygnema,CHLO
Zygnema-type,CHLO
Zygophyllaceae,TRSH
Zygophyllum,TRSH
cf Adoxa moschatellina,HERB
Camelia sinensis?,TRSH
Polygonaceae (?),INUN
Pulsatilla alpina?,HERB
cf. Sporidesmium,FUNG
cf. Type 77B,FUNG
Marron 3 branches zopfiella?,INUN
