taxon_name,eco_group,family_level
Quercus cf. Q. rotundifolia,TRSH,Fagaceae
Quercus cf. Q. semecarpifolia,TRSH,Fagaceae
Quercus cf. semecarpifolia (Q. cf. semecarpifolia),NA,Fagaceae
Quercus clumps of two,TRSH,Fagaceae
Quercus coccifera,TRSH,Fagaceae
Quercus coccifera type,TRSH,Fagaceae
Quercus coccifera-type,TRSH,Fagaceae
Quercus coccifera/Q. ilex,TRSH,Fagaceae
Quercus decid.,TRSH,Fagaceae
Quercus deciduous,TRSH,Fagaceae
Quercus deciduous  type,TRSH,Fagaceae
Quercus deciduous-type,TRSH,Fagaceae
Quercus evergreeen,TRSH,Fagaceae
Quercus evergreen,TRSH,Fagaceae
Quercus evergreen  type,TRSH,Fagaceae
Quercus evergreen-type,TRSH,Fagaceae
Quercus faginea,TRSH,Fagaceae
Quercus faginea-type,TRSH,Fagaceae
Quercus ilex,TRSH,Fagaceae
Quercus ilex type,TRSH,Fagaceae
Quercus ilex-type,TRSH,Fagaceae
Quercus ilex/Q. coccifera-type,TRSH,Fagaceae
Quercus ilex/coccifera,TRSH,Fagaceae
Quercus infectoria-type,TRSH,Fagaceae
Quercus ithaburensis-type,TRSH,Fagaceae
Quercus petraea,TRSH,Fagaceae
Quercus pro parte,TRSH,Fagaceae
Quercus pubescens type,TRSH,Fagaceae
Quercus pubescens-type,TRSH,Fagaceae
Quercus pubescens/Q. robur-type,TRSH,Fagaceae
Quercus pubescens/petraea,TRSH,Fagaceae
Quercus pyrenaica-type,TRSH,Fagaceae
Quercus rob.-pub.-type,TRSH,Fagaceae
Quercus robur,TRSH,Fagaceae
Quercus robur T,TRSH,Fagaceae
Quercus robur type,TRSH,Fagaceae
Quercus robur-group,TRSH,Fagaceae
Quercus robur-type,TRSH,Fagaceae
Quercus sempervirens,TRSH,Fagaceae
Quercus suber,TRSH,Fagaceae
Quercus suber  type,TRSH,Fagaceae
Quercus suber-type,TRSH,Fagaceae
Quercus subgen. Cyclobalanopsis,NA,Fagaceae
Quercus subgen. Cyclobalanopsis (Q. subgen. Cyclobalanopsis),NA,Fagaceae
Quercus subgen. Cyclobalanopsis-type,TRSH,Fagaceae
Quercus total,TRSH,Fagaceae
Quercus undiff.,TRSH,Fagaceae
Quercus-D,TRSH,Fagaceae
Quercus-E,TRSH,Fagaceae
QuercusCyclo.,TRSH,Fagaceae
QuercusIlex,TRSH,Fagaceae
QuercusLepido.,TRSH,Fagaceae
Quercusdecidu,TRSH,Fagaceae
RANUNCULACEAE,HERB,Ranunculaceae
RANUNCULUS,HERB,Ranunculaceae
RIBES,TRSH,Grossulariaceae
RIVULARIACEAE,CYAN,delete
ROBINIA,TRSH,Fabaceae
ROSACEAE,TRSH,Rosaceae
ROSACEAE indiff.,TRSH,Rosaceae
RUBIACEAE,HERB,Rubiaceae
RUBUS,TRSH,Rosaceae
RUBUS idaeus,TRSH,Rosaceae
RUMEX,HERB,Polygonaceae
RUMEX LONGIFOLIUS,HERB,Polygonaceae
RUMEX TYPE,HERB,Polygonaceae
RUMEX acetosa,HERB,Polygonaceae
RUMEX cf. obtusif.,HERB,Polygonaceae
RUMEX indet.,HERB,Polygonaceae
RUPPIA,AQUA,delete
Radiosperma,INVE,delete
Radiosperma,NOPO,delete
Ran-eae,HERB,Ranunculaceae
Ran._acris,HERB,Ranunculaceae
Rannunculus flamula,HELO,Ranunculaceae
Ranunculaceae,HERB,Ranunculaceae
Ranunculaceae (other),NA,Ranunculaceae
Ranunculaceae ND,HERB,Ranunculaceae
Ranunculaceae cf. Delphinium,HERB,Ranunculaceae
Ranunculaceae indet.,HERB,Ranunculaceae
Ranunculaceae p.p.,HERB,Ranunculaceae
Ranunculaceae pro parte,HERB,Ranunculaceae
Ranunculaceae pulsatilla,HERB,Ranunculaceae
Ranunculaceae thalictrum,HERB,Ranunculaceae
Ranunculaceae tp. Batrachium,AQUA,Ranunculaceae
Ranunculaceae undiff.,HERB,Ranunculaceae
Ranunculaceae/Thalictrum-type,HERB,Ranunculaceae
Ranunculus,HERB,Ranunculaceae
Ranunculus acer-type,HERB,Ranunculaceae
Ranunculus aconitifolius,HERB,Ranunculaceae
Ranunculus aconitifolius-type,HERB,Ranunculaceae
Ranunculus acris,HERB,Ranunculaceae
Ranunculus acris T,HERB,Ranunculaceae
Ranunculus acris t.,HERB,Ranunculaceae
Ranunculus acris type,HERB,Ranunculaceae
Ranunculus acris-group,HERB,Ranunculaceae
Ranunculus acris-t.,HERB,Ranunculaceae
Ranunculus acris-type,HERB,Ranunculaceae
Ranunculus acris-type undiff.,HERB,Ranunculaceae
Ranunculus aquatilis T,AQUA,Ranunculaceae
Ranunculus aquatilis t.,AQUA,Ranunculaceae
Ranunculus aquatilis-type,AQUA,Ranunculaceae
Ranunculus arvensis,HERB,Ranunculaceae
Ranunculus arvensis t.,HERB,Ranunculaceae
Ranunculus arvensis-group,HERB,Ranunculaceae
Ranunculus arvensis-type,HERB,Ranunculaceae
Ranunculus asiaticus-type,HERB,Ranunculaceae
Ranunculus batrachium-type,AQUA,Ranunculaceae
Ranunculus cf. lapponicus,HERB,Ranunculaceae
Ranunculus ficaria-type,HERB,Ranunculaceae
Ranunculus flammula,HELO,Ranunculaceae
Ranunculus flammula type,HELO,Ranunculaceae
Ranunculus flammula-group,HERB,Ranunculaceae
Ranunculus flammula-type,AQUA,Ranunculaceae
Ranunculus glacialis-type,HERB,Ranunculaceae
Ranunculus lingua-type,HERB,Ranunculaceae
Ranunculus macrophyllus,HERB,Ranunculaceae
Ranunculus montanus-type,HERB,Ranunculaceae
Ranunculus muricatus-type,HERB,Ranunculaceae
Ranunculus parviflorus,HERB,Ranunculaceae
Ranunculus peltatus-type,AQUA,Ranunculaceae
Ranunculus reniformis t.,INUN,Ranunculaceae
Ranunculus repens-type,HERB,Ranunculaceae
Ranunculus sceleratus-group,HERB,Ranunculaceae
Ranunculus sceleratus-type,HERB,Ranunculaceae
Ranunculus serbicus,HERB,Ranunculaceae
Ranunculus sp.,HERB,Ranunculaceae
Ranunculus subg. Batrachium,AQUA,Ranunculaceae
Ranunculus subg. Batrachium-type,AQUA,Ranunculaceae
Ranunculus trichophyllus,AQUA,Ranunculaceae
Ranunculus trichophyllus-type,AQUA,Ranunculaceae
Ranunculus typ,HERB,Ranunculaceae
Ranunculus type,HERB,Ranunculaceae
Ranunculus undiff.,HERB,Ranunculaceae
Ranunculus undiff. type,HERB,Ranunculaceae
Ranunculus-type,HERB,Ranunculaceae
Ranunculus-type (Ranunculus-T),NA,Ranunculaceae
Ranunuculaceae,HERB,Ranunculaceae
Ratio (Ratio),NA,delete
Reaumuria,NA,Tamaricaceae
Rebedded,INUN,delete
Redeposited pollen,PREQ,delete
Remaniés,INUN,delete
Reseda,HERB,Resedaceae
Reseda lutea,HERB,Resedaceae
Reseda lutea-type,HERB,Resedaceae
Reseda-type,HERB,Resedaceae
Resedaceae,HERB,Resedaceae
Resti insetti,INVE,delete
Reworked,PREQ,delete
Reworked,NOPO,delete
Reworked pollen,INUN,delete
Reworked pollen,PREQ,delete
Reynoutria,HERB,Polygonaceae
Rhamnaceae,TRSH,Rhamnaceae
Rhamnus,TRSH,Rhamnaceae
Rhamnus  type,TRSH,Rhamnaceae
Rhamnus cathartica,TRSH,Rhamnaceae
Rhamnus catharticus,TRSH,Rhamnaceae
Rhamnus cf.,INUN,Rhamnaceae
Rhamnus frangula,TRSH,Rhamnaceae
Rhamnus type,TRSH,Rhamnaceae
Rhamnus-type,TRSH,Rhamnaceae
Rhamnus/Frangula,TRSH,Rhamnaceae
Rhamnus/Paliurus,TRSH,Rhamnaceae
Rheum,HERB,Polygonaceae
Rheum ribes,HERB,Polygonaceae
Rhiananthus type,HERB,Orobanchaceae
Rhinanthus,HERB,Orobanchaceae
Rhinanthus T,HERB,Orobanchaceae
Rhinanthus t.,HERB,Orobanchaceae
Rhinanthus typ,HERB,Orobanchaceae
Rhinanthus type,HERB,Orobanchaceae
Rhinanthus-group,HERB,Orobanchaceae
Rhinanthus-type,HERB,Orobanchaceae
Rhinanthus-type (Rhinanthus-T),NA,Orobanchaceae
Rhinanthus-type undiff.,HERB,Orobanchaceae
Rhizophoraceae,NA,Rhizophoraceae
Rhizopoda,RHIZ,delete
Rhizopoda sp.A,NOPO,delete
Rhizopoda sp.B,NOPO,delete
Rhizopoda sp.C,NOPO,delete
Rhizopoda undiff.,RHIZ,delete
Rhododendron,TRSH,Ericaceae
Rhododendron ? 22 TE,DWAR,Ericaceae
Rhododendron ferrugineum,DWAR,Ericaceae
Rhododendron-type,DWAR,Ericaceae
Rhoiptelea,NA,Juglandaceae
Rhus,TRSH,Anacardiaceae
Rhus G,TRSH,Anacardiaceae
Rhus coriaria,TRSH,Anacardiaceae
Rhus coriaria-type,TRSH,Anacardiaceae
Rhus group,TRSH,Anacardiaceae
Rhus-type,TRSH,Anacardiaceae
Rhynchospora,AQUA,delete
Rhynchospora alba,AQUA,delete
Ribes,TRSH,Grossulariaceae
Ribes alpinum-type,NA,Grossulariaceae
Ribes spp.,NA,Grossulariaceae
Riccia,BRYO,Grossulariaceae
Riccia type 165,BRYO,Grossulariaceae
Ricinus,TRSH,Euphorbiaceae
Rivularia-type,CYAN,delete
Robinia,TRSH,Fabaceae
Robinia pseudacacia,TRSH,Fabaceae
Robinia pseudoacacia,TRSH,Fabaceae
Roemeria,HERB,Papaveraceae
Roemeria hybrida-type,HERB,Papaveraceae
Roemeria t.,HERB,Papaveraceae
Rorippa amphibia,AQUA,delete
Rosa,TRSH,Rosaceae
Rosa t.,TRSH,Rosaceae
Rosa typ,TRSH,Rosaceae
Rosa type,TRSH,Rosaceae
Rosa-type,HERB,Rosaceae
Rosa-type,TRSH,Rosaceae
Rosa/Prunus,TRSH,Rosaceae
Rosaceae,TRSH,Rosaceae
Rosaceae  undiff.  Type,TRSH,Rosaceae
Rosaceae  undiff.  type,TRSH,Rosaceae
Rosaceae (operculate) undiff.,TRSH,Rosaceae
Rosaceae (type A),TRSH,Rosaceae
Rosaceae Dryas,HERB,Rosaceae
Rosaceae herb,TRSH,Rosaceae
Rosaceae indet.,TRSH,Rosaceae
Rosaceae non-operculate,TRSH,Rosaceae
Rosaceae pro parte,TRSH,Rosaceae
Rosaceae rosa canina,TRSH,Rosaceae
Rosaceae striate opercolate,TRSH,Rosaceae
Rosaceae subf. Maloideae,TRSH,Rosaceae
Rosaceae subg. Amygdalus,TRSH,Rosaceae
Rosaceae tree,TRSH,Rosaceae
Rosaceae undif.,TRSH,Rosaceae
"Rosaceae undiff,",TRSH,Rosaceae
Rosaceae undiff.,TRSH,Rosaceae
Rosaceae undifferentiated,TRSH,Rosaceae
"Rosaceae, Prunus",TRSH,Rosaceae
Rosaceae-type,TRSH,Rosaceae
Rosaceae-type/Prunus,TRSH,Rosaceae
Rosaceae/Rubus chamaemorus,HERB,Rosaceae
Rosmarinus,HERB,Lamiaceae
Rosmarinus-type,DWAR,Lamiaceae
Rotifera sp.A (egg),NOPO,delete
Rotifera sp.B (egg),NOPO,delete
Rotifera sp.C (egg),NOPO,delete
Rubia,HERB,Rubiaceae
Rubiaceae,HERB,Rubiaceae
Rubiaceae (6 colpae),HERB,Rubiaceae
Rubiaceae 6-colpate,HERB,Rubiaceae
Rubiaceae undiff.,HERB,Rubiaceae
Rubiaceae undifferentiated,HERB,Rubiaceae
Rubus,TRSH,Rosaceae
Rubus arcticus,HERB,Rosaceae
Rubus cf. R. saxatilis,TRSH,Rosaceae
Rubus chamaemorus,HERB,Rosaceae
Rubus chameomorus,HERB,Rosaceae
Rubus fruticosus-type,TRSH,Rosaceae
Rubus idaeus,TRSH,Rosaceae
Rubus idaeus-type,TRSH,Rosaceae
Rubus saxatilis,HERB,Rosaceae
Rubus undiff.,TRSH,Rosaceae
Rubus-type,TRSH,Rosaceae
Rubus_c-us,HERB,Rosaceae
Rumex,HERB,Polygonaceae
Rumex (Rumex),NA,Polygonaceae
Rumex ac/ac-type,HERB,Polygonaceae
Rumex acetosa,HERB,Polygonaceae
Rumex acetosa group,HERB,Polygonaceae
Rumex acetosa type,HERB,Polygonaceae
Rumex acetosa type clumps of two,HERB,Polygonaceae
Rumex acetosa-type,HERB,Polygonaceae
Rumex acetosa-type/Oxyria,HERB,Polygonaceae
Rumex acetosa-type/R. acetosella-type,HERB,Polygonaceae
Rumex acetosa/R. acetosella,HERB,Polygonaceae
Rumex acetosa/R. acetosella-type,HERB,Polygonaceae
Rumex acetosa/Rumex acetosella,HERB,Polygonaceae
Rumex acetosa/Rumex acetosella-type,HERB,Polygonaceae
Rumex acetosella,TRSH,Polygonaceae
Rumex acetosella,HERB,Polygonaceae
Rumex acetosella t.,HERB,Polygonaceae
Rumex acetosella type,HERB,Polygonaceae
Rumex acetosella-type,HERB,Polygonaceae
Rumex alpestris,HERB,Polygonaceae
Rumex alpinus,HERB,Polygonaceae
Rumex aquaticus,HERB,Polygonaceae
Rumex aquaticus type,HERB,Polygonaceae
Rumex aquaticus-type,AQUA,delete
Rumex aquaticus-type,HERB,NA
Rumex aquaticus-typeype,HERB,Polygonaceae
Rumex cf. R. alpinus,HERB,Polygonaceae
Rumex cf. R. obtusifolius,HERB,Polygonaceae
Rumex conglomeratus,HERB,Polygonaceae
Rumex conglomeratus group,HERB,Polygonaceae
Rumex conglomeratus-type,HERB,Polygonaceae
Rumex crispus,HERB,Polygonaceae
Rumex crispus-type,HERB,Polygonaceae
Rumex hydrolapathum,HERB,Polygonaceae
Rumex longifolius type,HERB,Polygonaceae
Rumex longifolius-type,HERB,Polygonaceae
Rumex obtusifolius,HERB,Polygonaceae
Rumex obtusifolius T,HERB,Polygonaceae
Rumex obtusifolius t.,HERB,Polygonaceae
Rumex obtusifolius type,HERB,Polygonaceae
Rumex obtusifolius-type,HERB,Polygonaceae
Rumex sanguineus group,HERB,Polygonaceae
Rumex sanguineus-group,HERB,Polygonaceae
Rumex sanguineus-type,HERB,Polygonaceae
Rumex scutatus type,HERB,Polygonaceae
Rumex sect. Acetosa,HERB,Polygonaceae
Rumex subg. Acetosa,HERB,Polygonaceae
Rumex subg. Acetosa/R. subg. Acetosella,HERB,Polygonaceae
Rumex und.,HERB,Polygonaceae
Rumex undif.,HERB,Polygonaceae
Rumex undiff.,HERB,Polygonaceae
Rumex-Typ,HERB,Polygonaceae
Rumex-type,HERB,Polygonaceae
Rumex/Oxyria,HERB,Polygonaceae
Rumex/Oxyria digyna,HERB,Polygonaceae
Rumex/Oxyria-type,HERB,Polygonaceae
Rumex_acet.,HERB,Polygonaceae
Ruppia,AQUA,delete
Ruppiaceae,AQUA,delete
Ruscus,TRSH,Asparagaceae
Ruscus,DWAR,Asparagaceae
Ruscus aculeatus,TRSH,Asparagaceae
Ruta,TRSH,Rutaceae
Ruta t.,TRSH,Rutaceae
Rutaceae,TRSH,Rutaceae
Rutaceae undifferentiated,NA,Rutaceae
SALIX,TRSH,Salicaceae
SAMBUCUS,TRSH,Adoxaceae
SAXIFRAGACEAE,HERB,Saxifragaceae
SCP,NOPO,delete
SCROPHULARIACEAE,HERB,Scrophulariaceae
SEDUM,HERB,Crassulaceae
SELAGINELLA,VACR,delete
SILENE type,HERB,Caryophyllaceae
SORBUS,TRSH,Rosaceae
SPARGANIUM,AQUA,delete
SPARGANIUM/TYPHA,AQUA,delete
SPHAGNUM,BRYO,delete
SPHAGNUM type,BRYO,delete
SPINIFERITES type,DINO,delete
SPIROGYRA,ALGA,delete
Sabiaceae,NA,Sabiaceae
Sabina,TRSH,delete
Sagina,HERB,Caryophyllaceae
Sagina procumbens,HERB,Caryophyllaceae
Sagina-type,HERB,Caryophyllaceae
Sagittaria,AQUA,delete
Sagittaria sagittifolia,AQUA,delete
Salix,TRSH,Salicaceae
Salix (Salix),NA,Salicaceae
Salix cf. hastata,TRSH,Salicaceae
Salix glauca-type,DWAR,Salicaceae
Salix helvetica-type,TRSH,Salicaceae
Salix herbacea,DWAR,Salicaceae
Salix herbacea-type,TRSH,Salicaceae
Salix pentandra-type,TRSH,Salicaceae
Salix polaris,DWAR,Salicaceae
Salix spp.,NA,Salicaceae
Salix undiff.,TRSH,Salicaceae
Salsola,HERB,Amaranthaceae
Salsola kali t.,HERB,Amaranthaceae
Salvia,HERB,Lamiaceae
Salvia verticillata-type,HERB,Lamiaceae
Salvia-type,HERB,Lamiaceae
Salvinia,AQPT,delete
Salvinia-Azolla massulae,AQPT,delete
Salvinia/Azolla,AQUA,delete
Salvinia/Azolla: massulae,AQPT,delete
Sambucus,TRSH,Adoxaceae
Sambucus cf. S. nigra,TRSH,Adoxaceae
Sambucus cf. nigra,TRSH,Adoxaceae
Sambucus ebulus,HERB,Adoxaceae
Sambucus ebulus clumps,HERB,Adoxaceae
Sambucus ebulus clumps of two,HERB,Adoxaceae
Sambucus nigra,TRSH,Adoxaceae
Sambucus nigra typ,TRSH,Adoxaceae
Sambucus nigra type,TRSH,Adoxaceae
Sambucus nigra-type,TRSH,Adoxaceae
Sambucus nigra/S. racemosa,TRSH,Adoxaceae
Sambucus nigra/racemosa,TRSH,Adoxaceae
Sambucus racemosa,TRSH,Adoxaceae
Sambucus racemosa type,TRSH,Adoxaceae
Sambucus racemosa-type,TRSH,Adoxaceae
Sambucus sibirica,TRSH,Adoxaceae
Sambucus undiff.,TRSH,Adoxaceae
Sambucus-type,TRSH,Adoxaceae
Sample ID (Sample ID),NA,delete
Sample code/label (Sample label),NA,delete
Sample dry mass (g),NOPO,delete
Sample mass [g] (Samp m),NA,delete
Sample quantity,NOPO,delete
Sample quantity (cm3),NOPO,delete
Sample surface (cm2),NOPO,delete
Sample volume,NOPO,delete
Sample volume (ml),NOPO,delete
Sample volume [cm,NA,delete
Sample wet volume (ml),NOPO,delete
Samydaceae,NA,Salicaceae
Sangisorba minor,HERB,Rosaceae
Sanguisorba,HERB,Rosaceae
Sanguisorba cf. S. minor,HERB,Rosaceae
Sanguisorba dodecandra,HERB,Rosaceae
Sanguisorba minor,HERB,Rosaceae
Sanguisorba minor ssp. minor,HERB,Rosaceae
Sanguisorba minor subsp. minor,HERB,Rosaceae
Sanguisorba minor t.,HERB,Rosaceae
Sanguisorba minor-type,HERB,Rosaceae
Sanguisorba minor/Poterium,HERB,Rosaceae
Sanguisorba officinalis,HERB,Rosaceae
Sanguisorba officinalis-type,HERB,Rosaceae
Sanguisorba-type,HERB,Rosaceae
Sanguisorba/Poterium,HERB,Rosaceae
Sanguissorba offic.,HERB,Rosaceae
Sanicula,HERB,Apiaceae
Sanicula europaea,HERB,Apiaceae
Sanicula-type,HERB,Apiaceae
Santalácea,HERB,Santalaceae
Sapindaceae,TRSH,Sapindaceae
Sapotaceae,TRSH,Sapotaceae
Sarcopoterium,HERB,Rosaceae
Sarcopoterium spinosum/Sanguisorba minor,HERB,Rosaceae
Sarcopoterium-type,TRSH,Rosaceae
Sarcopoterium/Sanguisorba minor,HERB,Rosaceae
Sarothamnus scoparius,TRSH,Rosaceae
Saururaceae,NA,Saururaceae
Saussurea,HERB,Asteraceae
Saussurea alpina,HERB,Asteraceae
Saussurea t.,HERB,Asteraceae
Saussurea type,HERB,Asteraceae
Saussurea-type,HERB,Asteraceae
Saussurea-type (Saussurea-T),NA,Asteraceae
Saxif-eae,HERB,Saxifragaceae
Saxifraga,HERB,Saxifragaceae
Saxifraga aizoides type,HERB,Saxifragaceae
Saxifraga androsacea/caesia-type (S. androsacea/caesia-T),NA,Saxifragaceae
Saxifraga cernua-type,HERB,Saxifragaceae
Saxifraga cernua-type (S. cernua-T),NA,Saxifragaceae
Saxifraga cespitosa,HERB,Saxifragaceae
Saxifraga cespitosa-type,HERB,Saxifragaceae
Saxifraga cf.,INUN,Saxifragaceae
Saxifraga cf. S. foliolosa,HERB,Saxifragaceae
Saxifraga granulata,HERB,Saxifragaceae
Saxifraga granulata-type,HERB,Saxifragaceae
Saxifraga granulata/hirculus-type,NA,Saxifragaceae
Saxifraga granulata/hirculus-type (S. granulata/hirculus-T),NA,Saxifragaceae
Saxifraga hieraciifolia,HERB,Saxifragaceae
Saxifraga hirculus-type,HERB,Saxifragaceae
Saxifraga hirsuta-type,HERB,Saxifragaceae
Saxifraga hirsuta/cuneifolia-type,NA,Saxifragaceae
Saxifraga nelsoniana,HERB,Saxifragaceae
Saxifraga nivalis-type,HERB,Saxifragaceae
Saxifraga opposite.,HERB,Saxifragaceae
Saxifraga oppositifolia,HERB,Saxifragaceae
Saxifraga oppositifolia type,HERB,Saxifragaceae
Saxifraga oppositifolia-type,HERB,Saxifragaceae
Saxifraga paniculata-type,HERB,Saxifragaceae
Saxifraga sp.,HERB,Saxifragaceae
Saxifraga stellaris,HERB,Saxifragaceae
Saxifraga stellaris type,HERB,Saxifragaceae
Saxifraga stellaris-type,HERB,Saxifragaceae
Saxifraga tricuspidata,HERB,Saxifragaceae
Saxifraga tricuspidata-type,HERB,Saxifragaceae
Saxifraga tridactylitis-type,HERB,Saxifragaceae
Saxifraga undiff.,HERB,Saxifragaceae
Saxifraga undifferentiated,HERB,Saxifragaceae
Saxifragaceae,HERB,Saxifragaceae
Saxifragaceae (herb),NA,Saxifragaceae
Saxifragaceae (shrub),NA,Saxifragaceae
Saxifragaceae (unclear),NA,Saxifragaceae
Saxifragia cf. S. granulata,HERB,Saxifragaceae
Scab._o-ca,HERB,Caprifoliaceae
Scabiosa,HERB,Caprifoliaceae
Scabiosa argentea,HERB,Caprifoliaceae
Scabiosa columbaria-type,HERB,Caprifoliaceae
Scabiosa rotata-type,HERB,Caprifoliaceae
Scabiosa t.,HERB,Caprifoliaceae
Scabiosa type,HERB,Caprifoliaceae
Scabiosa undiff.,HERB,Caprifoliaceae
Scabiosa-type,HERB,Caprifoliaceae
Scabiosa/Succisa-type,HERB,Caprifoliaceae
Scandix,HERB,Apiaceae
Scenedesmus,ALGA,delete
Scenedesmus,CHLO,delete
Scenedesmus quadricauda,ALGA,delete
Scheuchz.,HELO,delete
Scheuchzeria,AQUA,delete
Scheuchzeria,HELO,delete
Scheuchzeria palustris,HELO,delete
Scheuchzeria palustris,AQUA,delete
Schisandra,NA,Schisandraceae
Schoenoplectus,HELO,delete
Schoenoplectus lacturis subsp. lacustris,AQUA,delete
Schoenoplectus-type,AQUA,delete
Schoenus,HELO,delete
Schoenus-type,AQUA,delete
Schulzia,UPHE,Apiaceae
Sciadopitys,TRSH,delete
Scilla type,HERB,Asparagaceae
Scilla-type,HERB,Asparagaceae
Scirpus,AQUA,delete
Scirpus,HELO,delete
Scirpus lacustris-type,AQUA,delete
Scirpus-type,AQUA,delete
Scleranthus,HERB,Caryophyllaceae
Scleranthus annuus,HERB,Caryophyllaceae
Scleranthus perennis,HERB,Caryophyllaceae
Scleranthus-type,HERB,Caryophyllaceae
Scorconera laciniata,HERB,Asteraceae
Scorzonera,HERB,Asteraceae
Scorzonera humilis-type,HERB,Asteraceae
Scorzonera type,HERB,Asteraceae
Scorzonera-type,HERB,Asteraceae
Scrofulariaceae,HERB,Scrophulariaceae
Scroph-eae,HERB,Scrophulariaceae
Scrophularia,HERB,Scrophulariaceae
Scrophularia typ,HERB,Scrophulariaceae
Scrophularia type,HERB,Scrophulariaceae
Scrophularia-type,HERB,Scrophulariaceae
Scrophularia-type (Scrophularia-T),NA,Scrophulariaceae
Scrophularia/Verbascum,HERB,Scrophulariaceae
Scrophularia/Verbascum-type,HERB,Scrophulariaceae
Scrophularia/Verbascum/Digitalis,HERB,Scrophulariaceae
Scrophulariaceae,HERB,Scrophulariaceae
Scrophulariaceae cf. Veronica,HERB,Scrophulariaceae
Scrophulariaceae indet.,HERB,Scrophulariaceae
Scrophulariaceae pro parte,HERB,Scrophulariaceae
Scrophulariaceae undiff.,HERB,Scrophulariaceae
Scrophulariaceae undifferentiated,HERB,Scrophulariaceae
Scutellaria,HERB,Lamiaceae
Scutellaria-type,HERB,Lamiaceae
Secale,HERB,Poaceae
Secale cereale,HERB,Poaceae
Secale-type,HERB,Poaceae
Section (Sect),NA,delete
Securinega tinctoria-type,TRSH,Phyllanthaceae
Sediment volume used (ml),NOPO,delete
Sedimentation rate (mm/year),NOPO,delete
Sedum,HERB,Crassulaceae
Sedum type,HERB,Crassulaceae
Sedum-type,HERB,Crassulaceae
Sel._ selaginoides,VACR,delete
Sel._helvetica,VACR,delete
Sel._involvens,VACR,delete
Selaginella,VACR,delete
Selaginella Selaginoides,VACR,delete
Selaginella denticulata,VACR,delete
Selaginella denticulata-type,VACR,delete
Selaginella helvetica-type,VACR,delete
Selaginella rupestris,VACR,delete
Selaginella rupestris (L.) Spring.,VACR,delete
Selaginella sanguinolenta,VACR,delete
Selaginella selaginoides,VACR,delete
Selaginella selaginoides-type,VACR,delete
Selaginella sibirica,VACR,delete
Selaginellaceae,VACR,delete
Selenopenphix quanta,DINO,delete
Sempervivum,HERB,Crassulaceae
Senecio,HERB,Asteraceae
Senecio T,HERB,Asteraceae
Senecio cf.,INUN,Asteraceae
Senecio t.,HERB,Asteraceae
Senecio type,HERB,Asteraceae
Senecio-type,HERB,Asteraceae
Serratula,HERB,Asteraceae
Serratula type,HERB,Asteraceae
Serratula-type,HERB,Asteraceae
Sesamum,NA,Pedaliaceae
Seseli-type,HERB,Apiaceae
Setaria,HERB,Poaceae
Sibbaldia,NA,Rosaceae
Sibbaldia (Sibbaldia),NA,Rosaceae
Sibbaldia-type,NA,Rosaceae
Siderites,HERB,Lamiaceae
Sideritis,HERB,Lamiaceae
Silenaceae,HERB,Caryophyllaceae
Silene,HERB,Caryophyllaceae
Silene T,HERB,Caryophyllaceae
Silene acaulis,HERB,Caryophyllaceae
Silene acaulis-type,HERB,Caryophyllaceae
Silene dioica,HERB,Caryophyllaceae
Silene dioica type,HERB,Caryophyllaceae
Silene dioica-type,HERB,Caryophyllaceae
Silene pro parte,HERB,Caryophyllaceae
Silene rupestris,HERB,Caryophyllaceae
Silene tp.,HERB,Caryophyllaceae
Silene typ,HERB,Caryophyllaceae
Silene undiff.,HERB,Caryophyllaceae
Silene vulgaris-type,HERB,Caryophyllaceae
Silene-type,HERB,Caryophyllaceae
Silene-type (Silene-T),NA,Caryophyllaceae
Simaroubaceae,NA,Simaroubaceae
Sinapis,HERB,Brassicaceae
Sinapis typ,HERB,Brassicaceae
Sinapis type,HERB,Brassicaceae
Sinapis-type,HERB,Brassicaceae
Sium latifolium T,HERB,Apiaceae
Sium t.,HERB,Apiaceae
Size of cover glass (mm),NOPO,delete
Slides counted,NA,delete
Smilax,HERB,Smilacaceae
Smilax aspera,HERB,Smilacaceae
Smyrnium-type,HERB,Apiaceae
Solanaceae,HERB,Solanaceae
Solanaceae type,HERB,Solanaceae
Solanum,HERB,Solanaceae
Solanum dulcamara,HERB,Solanaceae
Solanum nigrum,HERB,Solanaceae
Solanum nigrum type,HERB,Solanaceae
Solanum nigrum-type,HERB,Solanaceae
Solanum nigrum-type,TRSH,Solanaceae
Solanum tuberosum,HERB,Solanaceae
Solanum-type,NA,Solanaceae
Solanum/Physochlaina-type (Solanum/Physochlaina-T),NA,Solanaceae
Soldanella,HERB,Primulaceae
Soldanella-type,HERB,Primulaceae
Solidago,HERB,Asteraceae
Solidago type,HERB,Asteraceae
Solidago virgaurea-type,HERB,Asteraceae
Solidago-type,HERB,Asteraceae
Sonchus-type,HERB,Asteraceae
Sorbus,TRSH,Rosaceae
Sorbus T,TRSH,Rosaceae
Sorbus aria,TRSH,Rosaceae
Sorbus aucuparia,TRSH,Rosaceae
Sorbus aucuparia-type,TRSH,Rosaceae
Sorbus group,TRSH,Rosaceae
Sorbus-Gruppe,TRSH,Rosaceae
Sorbus-group,TRSH,Rosaceae
Sorbus-type,TRSH,Rosaceae
Sorbus/Cotoneaster,TRSH,Rosaceae
